id,dates,article,quantite,prix-achat,prix_vente,vendeur,client,quartier
LZ9398-YA,1/1/2021,bois,218,199.99,458.9,Luc,Entrepreneur,Agoe
TW4582-XR,7/8/2020,brique,722,14.99,300.83,Luc,Entrepreneur,Agbalepedogan
RI9612-NR,3/4/2017,acier,717,4.29,175.99,Carole,Maçon,Agbalépédogan
HY3399-FT,7/8/2020,verre,776,3.99,91.54,Ana,Maçon,Agbalépédogan
GL0443-HL,10/3/2018,acier,867,4.99,144.61,Luc,Maçon,Agbalepedogan
GW9682-SF,1/1/2021,ciment,339,79.99,412.58,Julien,Entrepreneur,Agbalépédogan
LR7302-JC,1/1/2021,ciment,692,14.99,206,Ana,Entrepreneur,Agbalépédogan
IR4004-FZ,1/1/2021,bois,1000,17.99,319.12,Carole,Particulier,Agbalépédogan
QG2788-EI,1/1/2021,bois,54,19.99,375.12,Luc,Particulier,Agbalépédogan
ZK1801-KY,7/8/2020,acier,446,19.99,342.11,Jean,Maçon,Agbalépédogan
FP2810-KQ,7/8/2020,bois,553,1.29,130.31,Ana,Particulier,Agbalepedogan
IR3438-YC,3/4/2017,ciment,831,29.99,385.76,Jean,Particulier,Agbalépédogan
JP1824-ZC,5/12/2019,brique,722,29.99,167.67,Luc,Particulier,Agbalepedogan
ZS7806-WK,3/4/2017,ciment,709,23.99,63.58,Colette,Maçon,Agbalepedogan
PA2255-QF,10/3/2018,ciment,291,3.99,103.79,Colette,Particulier,Agbalépédogan
OY9381-RI,10/3/2018,verre,831,49.99,265.5,Carole,Entrepreneur,Aflao Gakli
NO8267-NZ,10/3/2018,verre,673,3.79,477.23,Julien,Maçon,Adakpamé
RL2752-IX,7/8/2020,brique,837,12.99,163.88,Luc,Particulier,Agbalepedo
YQ4753-SS,3/4/2017,bois,6,6.99,440.37,Ana,Maçon,Aflao Gakli
FE8942-RG,1/1/2021,bois,892,19.99,97.78,Luc,Entrepreneur,Agbalépédogan
AG2466-CS,3/4/2017,acier,837,25.99,186.42,Luc,Particulier,Agbalepedo
ZV4386-UG,5/12/2019,bois,356,4.99,230.18,Jean,Entrepreneur,Agbalépédogan
MV7405-MP,5/12/2019,acier,583,10.99,432.03,Carole,Entrepreneur,Agbalépédogan
RF0147-BG,10/3/2018,verre,489,4.49,327.05,Julien,Particulier,Kodjoviakopé
NT9526-KC,1/1/2021,verre,535,19.99,211.54,Jean,Entrepreneur,Agbalepedogan
AX6519-BS,5/12/2019,brique,794,2.99,270.28,Jean,Particulier,Agbalepedo
OW8449-YN,10/3/2018,verre,166,4.99,58.61,Luc,Entrepreneur,Agbalépédogan
IG0030-HE,7/8/2020,ciment,882,44.99,279.45,Ana,Entrepreneur,Agbalépédogan
HX2362-AF,3/4/2017,brique,476,109.99,104.32,Jean,Maçon,Agbalepedogan
AG6009-AG,5/12/2019,acier,92,59.99,222.82,Colette,Entrepreneur,Agbalépédogan
JA2000-ZJ,3/4/2017,acier,467,6.99,344.45,Jean,Particulier,Agbalépédo
DA3743-WY,3/4/2017,acier,594,39.99,113.13,Jean,Entrepreneur,Agbalepedogan
TX3669-TO,10/3/2018,acier,105,39.99,237.08,Luc,Particulier,Nyékonakpoé
GR4138-ZY,7/8/2020,brique,161,39.99,236.81,Colette,Particulier,Aflao Gakli
MC3035-ZH,3/4/2017,verre,28,4.29,472.31,Julien,Entrepreneur,Djidjolé
IN7843-WS,3/4/2017,brique,455,24.99,238.85,Luc,Entrepreneur,Agbalépédo
QD4036-YZ,7/8/2020,brique,529,24.99,265.8,Ana,Particulier,Agbalepedo
HY0300-AX,3/4/2017,verre,518,4.49,166.59,Luc,Maçon,Agbalépédogan
PJ4147-WG,1/1/2021,bois,229,29.99,227.69,Julien,Particulier,Agbalepedogan
BL4051-TT,1/1/2021,brique,882,39.99,400.83,Ana,Maçon,Nyékonakpoé
XU4821-ZU,5/12/2019,brique,380,19.99,244.79,Colette,Particulier,Agbalepedogan
AR8373-UN,3/4/2017,brique,231,15.99,57.17,Ana,Entrepreneur,Agbalepedogan
JV1596-QU,7/8/2020,acier,30,54.99,276.73,Carole,Maçon,Agbalepedogan
WI3302-SF,1/1/2021,verre,999,12.99,111.23,Jean,Particulier,Agoe
MY6441-TJ,5/12/2019,brique,193,15.99,382.62,Ana,Particulier,Agbalépédogan
KH5989-EE,10/3/2018,brique,239,14.99,490.88,Ana,Entrepreneur,Be Klikame
OL9850-KQ,3/4/2017,bois,324,39.99,222.45,Ana,Maçon,Agbalépédogan
TP0710-HP,1/1/2021,acier,424,14.99,412.51,Colette,Maçon,Agbalépédogan
XW7386-QC,3/4/2017,acier,570,59.99,226.99,Carole,Entrepreneur,Agbalépédogan
VK4612-ZS,3/4/2017,brique,834,79.99,237.2,Colette,Particulier,Agbalepedogan
VQ3904-RN,10/3/2018,acier,480,39.99,406.68,Colette,Entrepreneur,Agbalepedogan
VO4034-LZ,5/12/2019,verre,757,2.99,385.19,Colette,Maçon,Agbalepedogan
YI4300-CD,1/1/2021,verre,490,5.99,434.85,Ana,Particulier,Agbalepedogan
IQ7666-LT,5/12/2019,acier,573,3.99,183.2,Julien,Maçon,Agbalepedogan
YR7363-FJ,5/12/2019,acier,744,3.79,448.61,Luc,Entrepreneur,Agbalepedogan
JG7085-RI,5/12/2019,acier,197,2.39,90.86,Colette,Entrepreneur,Agbalepedogan
MQ1934-XW,5/12/2019,ciment,205,7.49,132.14,Luc,Maçon,Agbalepedogan
LK5118-ZF,5/12/2019,bois,407,2.99,409.63,Julien,Entrepreneur,Agbalepedogan
AJ4958-IP,1/1/2021,acier,598,49.99,452.87,Colette,Maçon,Agbalépédogan
UJ4948-OJ,1/1/2021,acier,667,69.99,287.63,Luc,Maçon,Bè
RW3862-VL,3/4/2017,verre,960,19.99,458.93,Colette,Maçon,Agbalépédogan
CR6644-XI,10/3/2018,verre,916,44.99,377.32,Luc,Maçon,Agbalépédogan
MK2453-ID,7/8/2020,brique,690,19.99,204,Colette,Particulier,Agbalépédogan
FN9362-CY,5/12/2019,bois,470,5.99,98.98,Ana,Particulier,Agbalépédogan
NW0163-MC,1/1/2021,ciment,655,2.99,427.63,Julien,Maçon,Agbalépédogan
RJ5868-RY,10/3/2018,brique,385,29.99,324.8,Luc,Particulier,Agbalépédogan
KP4623-RB,5/12/2019,brique,51,89.99,273,Carole,Entrepreneur,Djidjolé
UI0856-LT,1/1/2021,ciment,86,3.29,405.28,Luc,Maçon,Agoe
YY8074-GC,1/1/2021,brique,44,10.99,283.62,Julien,Entrepreneur,Bè
CP6647-XN,5/12/2019,ciment,744,24.99,207.07,Julien,Particulier,Agbalepedogan
NJ9071-YW,5/12/2019,acier,150,25.99,452.18,Julien,Entrepreneur,Agbalepedogan
YW9058-NI,10/3/2018,acier,295,3.99,379.75,Julien,Particulier,Agbalépédogan
DV0538-JV,5/12/2019,acier,521,2.79,363.43,Luc,Maçon,Agbalépédogan
CC0730-FM,3/4/2017,verre,106,6.99,395.62,Ana,Maçon,Agbalépédogan
ZT7369-GT,5/12/2019,bois,649,79.99,113.73,Ana,Entrepreneur,Agbalépédogan
GV7328-JJ,1/1/2021,acier,509,39.99,143.46,Ana,Maçon,Agbalepedogan
MM4191-DJ,5/12/2019,ciment,637,199,478.76,Colette,Particulier,Agbalépédogan
UR7394-GZ,7/8/2020,bois,4,3.49,439.63,Ana,Maçon,Agbalépédogan
VA4983-TQ,1/1/2021,verre,63,7.49,63.22,Ana,Maçon,Agbalepedogan
ZP1953-LY,1/1/2021,acier,384,6.49,386.29,Ana,Maçon,Agbalepedogan
GW6290-OJ,10/3/2018,acier,515,3.49,399.14,Luc,Maçon,Agbalépédogan
LA7569-MW,5/12/2019,acier,828,22.99,373.56,Carole,Maçon,Agbalepedogan
YQ0055-QI,10/3/2018,ciment,915,3.49,75.2,Luc,Maçon,Agbalépédogan
MB7959-YE,5/12/2019,brique,831,3.99,332.22,Colette,Entrepreneur,Agbalepedogan
NX6884-QC,5/12/2019,brique,594,9.99,460.36,Colette,Maçon,Agbalépédogan
FT1273-BO,1/1/2021,brique,806,49.99,289.93,Luc,Particulier,Agbalepedogan
IQ1425-MX,7/8/2020,ciment,780,4.29,250.26,Ana,Entrepreneur,Agbalépédogan
QE2373-PE,7/8/2020,bois,84,2.99,467.42,Colette,Entrepreneur,Be Klikame
GG6614-YW,3/4/2017,bois,609,299.99,494.27,Jean,Entrepreneur,Agbalepedo
GK1355-MV,10/3/2018,brique,897,39.99,262.31,Carole,Particulier,Agbalepedogan
JN3685-HK,3/4/2017,acier,247,2.99,210.89,Colette,Entrepreneur,Kodjoviakopé
PM7928-CT,7/8/2020,ciment,644,39.99,391.1,Ana,Maçon,Be Klikame
BL2397-WF,5/12/2019,acier,85,29.99,86.31,Luc,Maçon,Bè
BP0848-GX,5/12/2019,brique,615,4.49,166.22,Julien,Particulier,Agbalépédogan
MS6151-BS,3/4/2017,bois,77,3.29,325.01,Carole,Maçon,Agbalepedogan
GQ3566-OC,10/3/2018,acier,492,9.99,443.59,Julien,Entrepreneur,Agbalépédogan
DO1976-KJ,10/3/2018,bois,758,5.99,366.2,Carole,Maçon,Agbalepedogan
WV9893-JS,1/1/2021,verre,570,24.99,393.86,Colette,Entrepreneur,Agbalepedogan
KB7840-UE,3/4/2017,acier,605,34.99,458.82,Carole,Particulier,Kodjoviakopé
WF6960-PB,7/8/2020,bois,511,19.99,464,Julien,Maçon,Agbalepedogan
SI9160-NC,7/8/2020,brique,697,4.99,82.36,Carole,Maçon,Agbalépédogan
LP2159-QV,1/1/2021,brique,424,22.99,406.77,Jean,Particulier,Agbalépédogan
WJ8437-ME,1/1/2021,bois,973,1.99,184.88,Colette,Maçon,Agbalépédo
RJ1075-RC,5/12/2019,brique,40,49.99,53.05,Carole,Entrepreneur,Agbalepedogan
FC6280-ZC,7/8/2020,brique,634,3.49,488.12,Carole,Particulier,Agbalepedogan
UK4713-EJ,1/1/2021,ciment,689,19.99,68.97,Jean,Maçon,Agbalépédogan
TG3424-EI,1/1/2021,brique,765,39.99,188.26,Ana,Maçon,Agbalépédogan
DT8591-JZ,3/4/2017,brique,505,3.99,494.18,Ana,Maçon,Agbalepedogan
OH6256-VB,10/3/2018,acier,14,2.99,382.91,Colette,Entrepreneur,Djidjolé
WX0954-GB,7/8/2020,bois,29,5.99,358.36,Colette,Maçon,Kodjoviakopé
FL1971-YH,3/4/2017,acier,536,39.99,158.98,Julien,Particulier,Agbalépédogan
